,,open,high,low,close,volume
896,2018-03-09,53.17,53.56,52.62,53.04,47388746.0
897,2018-03-12,53.35,53.95,52.3,53.29,65329970.0
898,2018-03-13,53.19,53.7,52.64,53.0,46368411.0
899,2018-03-14,52.59,52.91,52.01,52.18,41314548.0
900,2018-03-15,52.0,53.86,51.93,53.8,75744366.0
901,2018-03-16,53.78,53.85,53.23,53.42,74918126.0
902,2018-03-19,53.32,53.35,52.5,52.93,36999780.0
903,2018-03-20,52.6,52.66,51.7,52.2,43432155.0
904,2018-03-21,52.25,52.61,51.68,51.7,35739786.0
905,2018-03-22,51.7,51.95,49.8,49.9,84282065.0
906,2018-03-23,47.9,49.2,46.41,48.88,89701743.0
907,2018-03-26,48.1,48.5,47.28,48.13,55748522.0
908,2018-03-27,48.86,49.25,47.02,47.44,59263054.0
909,2018-03-28,47.0,47.0,45.01,45.51,93407226.0
910,2018-03-29,45.73,47.5,44.53,47.1,84705533.0
911,2018-03-30,46.99,47.7,46.7,46.9,50675548.0
912,2018-04-02,46.63,47.56,45.84,45.97,50899609.0
913,2018-04-03,45.5,46.48,45.13,46.12,37204690.0
914,2018-04-04,46.3,47.45,45.93,46.8,49121551.0
915,2018-04-09,46.65,46.98,45.42,45.72,50526163.0
916,2018-04-10,45.9,47.68,45.9,47.68,58234674.0
917,2018-04-11,48.0,48.86,47.98,48.12,53506850.0
918,2018-04-12,48.13,48.4,47.6,47.8,31813832.0
919,2018-04-13,48.18,48.55,47.12,47.45,33791871.0
920,2018-04-16,47.45,47.75,45.76,46.19,52929896.0
921,2018-04-17,46.14,46.47,45.2,45.29,51866284.0
922,2018-04-18,45.88,46.05,44.75,45.35,45172183.0
923,2018-04-19,45.62,47.66,45.36,47.6,66392257.0
924,2018-04-20,47.83,49.3,47.59,47.85,76721481.0
925,2018-04-23,48.09,49.76,48.09,49.72,76366234.0
926,2018-04-24,50.09,51.06,49.8,50.19,68244211.0
927,2018-04-25,50.0,50.94,49.72,50.07,43375133.0
928,2018-04-26,45.12,47.22,45.06,45.58,374562478.0
929,2018-04-27,46.3,46.4,44.08,44.08,229328728.0
930,2018-05-02,44.23,45.51,44.22,45.2,97417831.0
931,2018-05-03,45.16,45.89,44.58,45.79,93089614.0
932,2018-05-04,45.79,46.87,45.7,45.88,86575306.0
933,2018-05-07,46.19,46.85,45.36,46.72,94224179.0
934,2018-05-08,46.77,48.2,46.76,48.0,98575622.0
935,2018-05-09,48.12,48.25,47.58,48.2,62349524.0
936,2018-05-10,48.34,48.62,47.71,48.21,56093513.0
937,2018-05-11,48.4,48.49,47.2,47.5,54755105.0
938,2018-05-14,47.98,48.69,47.83,48.58,68431158.0
939,2018-05-15,48.75,48.75,48.03,48.35,47644235.0
940,2018-05-16,48.06,48.27,47.8,47.88,40971278.0
941,2018-05-17,48.23,48.43,47.7,47.75,43653199.0
942,2018-05-18,47.65,48.35,47.23,48.27,48718536.0
943,2018-05-21,48.4,48.5,47.73,47.94,57405775.0
944,2018-05-22,47.78,47.78,46.33,46.8,83949514.0
945,2018-05-23,46.72,46.72,46.1,46.22,39970561.0
946,2018-05-24,46.22,46.4,45.54,45.61,45100043.0
947,2018-05-25,45.61,46.09,45.5,45.74,33685203.0
948,2018-05-28,45.81,46.82,45.57,46.63,50153842.0
949,2018-05-29,46.69,46.79,45.97,46.07,39108146.0
950,2018-05-30,45.48,45.86,44.6,45.33,44397400.0
951,2018-05-31,45.85,47.84,45.54,47.5,104390682.0
952,2018-06-01,47.3,47.3,46.26,46.58,49574121.0
953,2018-06-04,47.0,48.31,46.99,47.81,102494675.0
954,2018-06-05,48.0,48.84,47.93,48.55,103309517.0
955,2018-06-06,48.55,48.8,48.15,48.41,54554460.0
956,2018-06-07,48.75,48.86,47.92,47.98,56442886.0
957,2018-06-08,47.95,48.73,47.75,48.15,73404086.0
958,2018-06-11,48.7,49.48,48.23,48.93,88036884.0
959,2018-06-12,49.16,50.58,48.95,50.4,101023385.0
960,2018-06-13,50.2,50.76,49.75,49.88,56532002.0
961,2018-06-14,49.93,50.23,48.65,48.94,60791716.0
962,2018-06-15,49.02,49.55,48.6,49.01,44982206.0
963,2018-06-19,48.02,48.5,46.73,47.33,92487401.0
964,2018-06-20,47.22,48.19,46.88,47.88,50405810.0
965,2018-06-21,47.89,48.84,47.66,47.86,48925961.0
966,2018-06-22,47.5,48.11,46.86,48.06,45700588.0
967,2018-06-25,48.25,48.99,47.55,47.76,51231492.0
968,2018-06-26,47.1,47.76,46.62,47.3,48389615.0
969,2018-06-27,47.36,47.7,45.18,45.47,72707903.0
970,2018-06-28,44.9,45.92,44.71,45.18,51444387.0
971,2018-06-29,45.6,47.2,45.2,47.15,48587654.0
972,2018-07-02,47.0,47.0,44.98,45.35,62894541.0
973,2018-07-03,45.37,45.71,43.11,44.6,80729650.0
974,2018-07-04,44.63,44.87,42.9,43.18,55188703.0
975,2018-07-05,43.8,44.53,43.34,43.41,52083304.0
976,2018-07-06,43.79,44.68,43.31,44.2,48774501.0
977,2018-07-09,44.78,46.15,44.41,46.02,60838197.0
978,2018-07-10,46.02,46.18,45.33,45.88,38756822.0
979,2018-07-11,44.8,45.64,44.4,45.29,31229807.0
980,2018-07-12,45.15,46.72,45.15,46.1,44135425.0
981,2018-07-13,46.27,46.75,46.1,46.46,36846374.0
982,2018-07-16,46.71,47.2,46.06,46.45,30450373.0
983,2018-07-17,46.26,46.28,45.4,45.74,30106764.0
984,2018-07-18,45.8,46.37,44.5,44.85,48823454.0
985,2018-07-19,44.98,45.53,44.55,45.23,29247677.0
986,2018-07-20,44.9,45.26,43.76,45.06,62797184.0
987,2018-07-23,44.6,44.6,43.8,44.5,55466055.0
988,2018-07-24,44.98,45.97,44.58,45.78,67554087.0
989,2018-07-25,45.89,45.98,44.86,44.96,50459246.0
990,2018-07-26,45.0,45.28,44.39,44.51,33883220.0
991,2018-07-27,44.51,44.55,43.81,44.12,31911312.0
992,2018-07-30,44.0,44.34,43.7,44.22,31568785.0
993,2018-07-31,44.02,44.51,43.9,44.17,21009836.0
994,2018-08-01,44.45,44.51,42.98,43.05,50146597.0
995,2018-08-02,43.0,43.0,40.56,41.12,79350394.0
996,2018-08-03,40.98,41.29,39.13,39.51,82263427.0
997,2018-08-06,39.65,39.9,38.62,38.83,59217113.0
998,2018-08-07,39.2,40.45,38.84,40.42,66269803.0
999,2018-08-08,40.42,40.5,39.11,39.19,47816648.0
1000,2018-08-09,39.01,40.86,38.92,40.36,59635237.0
1001,2018-08-10,40.83,41.16,40.43,40.7,39076142.0
1002,2018-08-13,40.1,40.39,39.76,40.35,31910443.0
1003,2018-08-14,40.45,40.49,39.7,40.0,25217061.0
1004,2018-08-15,40.0,40.0,38.88,38.94,39900183.0
1005,2018-08-16,38.4,39.42,37.8,38.69,34871393.0
1006,2018-08-17,39.19,39.34,37.9,38.0,34113314.0
1007,2018-08-20,37.9,38.35,37.36,38.35,36936070.0
1008,2018-08-21,38.55,39.88,38.3,39.78,57693977.0
1009,2018-08-22,39.71,39.71,39.1,39.28,27804813.0
1010,2018-08-23,39.3,39.57,38.56,39.18,39532138.0
1011,2018-08-24,38.98,39.28,38.68,38.94,29073278.0
1012,2018-08-27,39.1,40.63,39.1,40.34,54521948.0
1013,2018-08-28,40.46,41.08,40.34,40.63,39962569.0
1014,2018-08-29,40.55,41.12,40.38,40.91,36108349.0
1015,2018-08-30,40.99,41.39,39.9,40.6,48278906.0
1016,2018-08-31,39.0,39.5,38.51,38.95,102467246.0
1017,2018-09-03,38.77,38.77,38.11,38.46,52278011.0
1018,2018-09-04,38.65,39.09,38.11,38.86,42231250.0
1019,2018-09-05,38.56,38.64,37.58,37.61,61375742.0
1020,2018-09-06,37.58,37.78,36.37,36.51,78445990.0
1021,2018-09-07,36.7,37.19,36.01,36.54,53708811.0
1022,2018-09-10,36.3,36.43,35.77,36.0,39319076.0
1023,2018-09-11,36.03,36.53,36.02,36.23,36371378.0
1024,2018-09-12,36.24,36.26,35.6,35.77,39131741.0
1025,2018-09-13,36.22,36.49,35.8,36.45,43396528.0
1026,2018-09-14,36.45,37.37,36.23,37.08,47100832.0
1027,2018-09-17,36.7,37.24,36.52,36.8,29136680.0
1028,2018-09-18,36.6,37.05,35.8,37.04,56751374.0
1029,2018-09-19,36.8,38.88,36.7,38.37,95625651.0
1030,2018-09-20,38.25,39.18,38.18,38.41,56476090.0
1031,2018-09-21,38.7,40.12,38.5,39.87,82099433.0
1032,2018-09-25,39.25,39.49,38.71,39.05,51620143.0
1033,2018-09-26,39.3,39.99,38.91,39.33,59655848.0
1034,2018-09-27,39.03,39.81,38.75,39.52,50495586.0
1035,2018-09-28,39.63,40.43,39.63,40.2,50472250.0
1036,2018-10-08,38.75,39.13,37.91,37.93,71541396.0
1037,2018-10-09,38.65,39.17,38.5,38.83,45996819.0
1038,2018-10-10,39.09,39.35,38.17,38.31,42694851.0
1039,2018-10-11,37.2,37.87,36.8,37.05,71218833.0
1040,2018-10-12,37.4,38.7,37.03,38.7,61374342.0
1041,2018-10-15,38.69,38.94,37.9,38.15,47566508.0
1042,2018-10-16,38.1,38.88,37.75,38.11,39089670.0
1043,2018-10-17,38.8,38.89,37.55,38.45,41325035.0
1044,2018-10-18,37.97,38.16,37.1,37.2,43330748.0
1045,2018-10-19,36.87,38.68,36.86,38.63,56906095.0
1046,2018-10-22,39.25,40.76,39.12,40.11,85076266.0
1047,2018-10-23,39.88,40.59,38.81,39.24,69695043.0
1048,2018-10-24,39.2,40.18,39.05,39.45,44367521.0
1049,2018-10-25,38.4,39.47,38.2,39.1,42077964.0
1050,2018-10-26,39.5,39.63,38.55,38.8,38069883.0
1051,2018-10-29,38.42,38.42,36.12,36.38,93306247.0
1052,2018-10-30,36.24,37.43,36.0,37.0,50763552.0
1053,2018-10-31,37.5,38.18,37.31,38.06,50725266.0
1054,2018-11-01,38.55,39.44,38.51,38.7,61359258.0
1055,2018-11-02,39.97,40.52,39.6,40.16,81441996.0
1056,2018-11-05,39.86,40.3,39.55,39.98,46746921.0
1057,2018-11-06,40.0,40.0,39.0,39.41,33294863.0
1058,2018-11-07,39.6,39.91,39.11,39.18,31351158.0
1059,2018-11-08,39.61,39.75,39.08,39.19,26830348.0
1060,2018-11-09,38.93,39.14,38.5,38.64,26105842.0
1061,2018-11-12,38.64,39.25,38.33,39.21,29477913.0
1062,2018-11-13,38.59,39.69,38.51,39.41,35398971.0
1063,2018-11-14,39.0,39.18,38.75,38.8,32438395.0
1064,2018-11-15,38.63,38.7,37.82,38.53,45549614.0
1065,2018-11-16,38.56,38.99,38.12,38.59,41865538.0
1066,2018-11-19,38.59,38.93,38.14,38.86,38132622.0
1067,2018-11-20,38.64,38.64,37.85,37.99,41231029.0
1068,2018-11-21,37.57,38.12,37.5,37.97,22112102.0
1069,2018-11-22,38.1,38.16,37.65,37.96,18714399.0
1070,2018-11-23,37.9,38.12,37.4,37.46,21844394.0
1071,2018-11-26,37.46,37.88,37.01,37.23,22090094.0
1072,2018-11-27,37.4,37.48,36.8,36.9,27146789.0
1073,2018-11-28,36.96,37.6,36.95,37.6,27069552.0
1074,2018-11-29,37.95,37.98,37.01,37.07,25741960.0
1075,2018-11-30,37.15,37.21,36.67,36.85,38647757.0
1076,2018-12-03,37.92,38.18,37.15,37.95,86638079.0
1077,2018-12-04,37.7,37.98,37.54,37.85,36361010.0
1078,2018-12-05,37.4,37.67,37.26,37.34,38699192.0
1079,2018-12-06,36.95,36.97,36.41,36.5,63773779.0
1080,2018-12-07,36.67,36.76,36.4,36.48,24497130.0
1081,2018-12-10,36.12,36.38,35.65,35.83,41531242.0
1082,2018-12-11,35.98,36.26,35.85,36.16,23379643.0
1083,2018-12-12,36.49,36.51,36.1,36.34,22464116.0
1084,2018-12-13,36.6,38.14,36.52,37.8,102343033.0
1085,2018-12-14,37.6,37.95,37.23,37.33,46576303.0
1086,2018-12-17,37.33,37.52,36.7,37.06,36371075.0
1087,2018-12-18,36.74,37.24,36.51,36.8,33806503.0
1088,2018-12-19,36.95,36.98,36.38,36.43,27630413.0
1089,2018-12-20,36.38,36.58,36.06,36.3,31210379.0
1090,2018-12-21,36.31,36.37,35.7,36.07,35808526.0
1091,2018-12-24,35.9,36.18,35.69,36.18,23683733.0
1092,2018-12-25,35.77,36.04,35.35,35.88,35960478.0
1093,2018-12-26,35.85,36.28,35.7,35.88,21488857.0
1094,2018-12-27,36.45,36.58,35.66,35.68,32759384.0
1095,2018-12-28,35.81,36.03,35.56,35.69,25914434.0
1096,2019-01-02,36.45,36.45,35.7,35.8,42478984.0
1097,2019-01-03,35.8,36.19,35.75,35.92,25879802.0
1098,2019-01-04,35.72,36.7,35.56,36.65,48961213.0
1099,2019-01-07,36.88,36.96,36.25,36.48,39269076.0
1100,2019-01-08,36.41,36.42,36.03,36.34,19302164.0
1101,2019-01-09,37.2,38.06,37.07,37.51,105806077.0
1102,2019-01-10,37.38,37.93,37.29,37.76,47756614.0
1103,2019-01-11,37.96,37.96,37.39,37.73,33092589.0
1104,2019-01-14,37.77,37.97,37.54,37.68,21177348.0
1105,2019-01-15,37.84,38.88,37.71,38.78,61271292.0
1106,2019-01-16,38.8,39.5,38.65,39.31,50192876.0
1107,2019-01-17,38.1,38.88,37.84,38.66,92745328.0
1108,2019-01-18,38.68,39.15,38.43,38.97,56937644.0
1109,2019-01-21,39.03,40.15,38.85,39.48,58980901.0
1110,2019-01-22,39.47,39.47,38.67,38.91,31945881.0
1111,2019-01-23,38.72,39.46,38.48,39.19,34826523.0
1112,2019-01-24,39.46,39.5,39.0,39.38,29729031.0
1113,2019-01-25,39.56,40.1,39.23,39.9,48283883.0
1114,2019-01-28,40.1,41.29,40.05,40.29,51847665.0
1115,2019-01-29,40.25,41.17,40.12,41.1,52298077.0
1116,2019-01-30,40.83,41.05,40.44,40.7,33230654.0
1117,2019-01-31,41.08,41.75,40.88,41.75,47374589.0
1118,2019-02-01,42.35,42.35,41.65,41.96,40894729.0
1119,2019-02-11,41.87,43.28,41.79,43.07,39917349.0
1120,2019-02-12,43.07,43.45,42.82,43.22,36698352.0
1121,2019-02-13,43.37,43.65,42.83,43.51,41802503.0
1122,2019-02-14,43.46,44.5,43.21,44.35,43546157.0
1123,2019-02-15,44.24,44.25,42.66,42.75,64381715.0
1124,2019-02-18,43.29,44.28,43.21,44.09,48026017.0
1125,2019-02-19,44.5,45.5,44.25,44.62,53235010.0
1126,2019-02-20,44.99,45.08,44.25,44.99,33464112.0
1127,2019-02-21,45.1,45.5,44.62,44.84,44965515.0
1128,2019-02-22,44.79,45.0,43.99,44.96,45113200.0
1129,2019-02-25,45.11,46.1,44.4,46.08,93008257.0
1130,2019-02-26,46.02,46.02,44.81,44.93,67527001.0
1131,2019-02-27,45.3,45.36,44.2,44.55,46966648.0
1132,2019-02-28,44.5,45.13,44.44,44.8,34638053.0
1133,2019-03-01,45.16,45.86,45.03,45.73,64503002.0
1134,2019-03-04,46.27,47.74,46.0,46.65,88029512.0
1135,2019-03-05,47.05,47.47,46.7,47.08,53711471.0
1136,2019-03-06,47.3,47.8,46.71,47.1,47632361.0
1137,2019-03-07,47.1,47.11,45.5,45.74,63612511.0
1138,2019-03-08,44.76,45.39,44.43,44.51,63223056.0
1139,2019-03-11,44.51,45.46,44.51,45.37,42744102.0
1140,2019-03-12,45.73,45.75,44.6,44.8,70191342.0
1141,2019-03-13,44.88,45.25,44.8,44.95,39902264.0
1142,2019-03-14,44.9,46.0,44.83,45.46,51368856.0
1143,2019-03-15,45.5,47.68,45.5,46.92,83975319.0
1144,2019-03-18,46.9,48.11,46.54,47.9,65350732.0
1145,2019-03-19,47.93,48.43,46.91,47.21,50703847.0
1146,2019-03-20,47.01,47.1,46.11,46.61,46049241.0
1147,2019-03-21,46.4,46.57,45.98,46.27,46690937.0
1148,2019-03-22,46.4,46.74,45.8,46.16,42619203.0
1149,2019-03-25,45.47,45.67,44.88,44.99,57037810.0
1150,2019-03-26,45.28,45.43,44.26,44.8,49095354.0
1151,2019-03-27,45.08,45.78,44.85,45.6,43079560.0
1152,2019-03-28,45.37,45.98,45.04,45.63,34626542.0
1153,2019-03-29,45.66,47.3,45.66,47.21,79588027.0
1154,2019-04-09,51.93,51.93,51.93,51.93,10843642.0
1155,2019-04-10,57.12,57.12,54.56,57.12,322875034.0
1156,2019-04-11,57.33,58.39,54.7,55.2,174327744.0
1157,2019-04-12,54.81,56.0,52.9,54.55,109251512.0
1158,2019-04-15,55.76,58.55,55.21,56.7,138528609.0
1159,2019-04-16,56.3,58.28,55.73,58.24,90534495.0
1160,2019-04-17,58.24,58.34,57.0,57.46,71134936.0
1161,2019-04-18,58.46,60.1,58.16,59.5,96045516.0
1162,2019-04-19,59.5,65.4,58.68,65.0,104428516.0
1163,2019-04-22,63.73,64.29,60.88,61.14,126873432.0
1164,2019-04-23,60.9,61.5,59.49,60.99,87488196.0
1165,2019-04-24,61.7,61.88,59.72,59.91,83847354.0
1166,2019-04-25,59.3,59.6,57.3,57.75,88811027.0
1167,2019-04-26,57.73,58.28,56.1,56.18,72059629.0
1168,2019-04-29,55.75,58.59,55.01,57.31,94751043.0
1169,2019-04-30,54.85,57.14,54.5,55.58,85342281.0
1170,2019-05-06,53.38,54.66,51.2,51.53,135811358.0
1171,2019-05-07,52.05,54.22,52.05,53.42,92700222.0
1172,2019-05-08,52.0,53.66,51.7,52.33,55479012.0
1173,2019-05-09,51.88,52.52,50.52,51.8,73733501.0
1174,2019-05-10,53.0,56.15,51.76,55.25,90050525.0
1175,2019-05-13,53.22,55.29,53.22,54.1,45334447.0
1176,2019-05-14,53.25,54.49,53.02,53.36,50839633.0
1177,2019-05-15,54.5,56.25,54.2,55.94,73830878.0
1178,2019-05-16,55.7,56.58,55.5,56.19,43178158.0
1179,2019-05-17,56.2,56.42,54.15,54.8,49182968.0
1180,2019-05-20,54.35,55.19,52.82,53.64,46021753.0
1181,2019-05-21,53.84,56.24,53.82,55.45,51895127.0
1182,2019-05-22,55.6,55.95,54.7,55.0,27649662.0
1183,2019-05-23,55.0,55.1,52.88,52.88,52302950.0
1184,2019-05-24,53.05,54.45,53.05,53.9,42952023.0
1185,2019-05-27,54.01,54.5,52.98,54.05,35229427.0
1186,2019-05-28,54.0,55.33,53.8,54.9,39962173.0
1187,2019-05-29,54.13,54.66,53.7,54.1,29526221.0
1188,2019-05-30,53.64,53.79,52.63,52.94,45544777.0
1189,2019-05-31,52.9,53.53,52.17,52.31,37422212.0
1190,2019-06-03,52.71,53.14,51.9,52.5,36729313.0
1191,2019-06-04,52.5,53.18,51.03,51.48,37091546.0
1192,2019-06-05,52.2,53.31,50.99,52.35,49629698.0
1193,2019-06-06,52.35,53.1,51.99,52.6,28839261.0
1194,2019-06-10,53.1,53.25,52.42,53.04,35932314.0
1195,2019-06-11,52.9,54.07,52.37,53.95,70345156.0
1196,2019-06-12,53.82,53.83,52.51,52.78,48630704.0
1197,2019-06-13,52.4,52.41,50.77,51.27,68976808.0
1198,2019-06-14,51.28,51.94,51.08,51.16,32945834.0
1199,2019-06-17,51.2,51.65,50.57,50.74,38691309.0
1200,2019-06-18,50.86,51.21,50.41,51.03,28522558.0
1201,2019-06-19,52.25,52.98,52.01,52.11,57329404.0
1202,2019-06-20,52.11,54.26,52.02,54.0,72059196.0
1203,2019-06-21,54.35,54.8,53.21,53.31,54778165.0
1204,2019-06-24,53.8,54.87,53.3,54.35,50235311.0
1205,2019-06-25,54.35,54.66,53.19,54.1,41615080.0
1206,2019-06-26,53.56,54.6,53.53,54.47,30717055.0
1207,2019-06-27,54.7,55.5,54.5,54.99,41458493.0
1208,2019-06-28,55.15,55.36,54.32,55.0,26937806.0
1209,2019-07-01,56.24,59.0,56.18,58.59,87895488.0
1210,2019-07-02,58.33,58.95,58.21,58.57,44028866.0
1211,2019-07-03,58.28,58.5,56.9,57.33,40891086.0
1212,2019-07-04,57.6,58.16,56.43,56.88,37364879.0
1213,2019-07-05,57.08,58.18,56.75,58.1,30627920.0
1214,2019-07-08,57.7,57.74,55.89,56.48,40525020.0
1215,2019-07-09,56.49,56.88,55.51,55.99,24496735.0
1216,2019-07-10,56.54,56.66,55.76,56.29,24756619.0
1217,2019-07-11,56.83,57.57,55.75,56.0,40924543.0
1218,2019-07-12,56.0,56.87,55.58,56.48,29430754.0
1219,2019-07-15,55.89,56.6,54.6,55.88,43097748.0
1220,2019-07-16,56.0,56.09,54.64,54.81,37620864.0
1221,2019-07-17,54.72,54.79,54.1,54.53,28145938.0
1222,2019-07-18,54.49,54.5,53.7,54.4,28354936.0
1223,2019-07-19,54.7,54.79,54.02,54.2,37702991.0
1224,2019-07-22,54.2,54.5,53.53,54.0,21306432.0
1225,2019-07-23,54.01,54.4,53.81,54.4,22905722.0
1226,2019-07-24,54.68,55.55,54.56,54.76,35588642.0
1227,2019-07-25,54.76,55.35,54.41,55.12,22567722.0
1228,2019-07-26,54.71,55.56,54.67,55.46,25461600.0
1229,2019-07-29,55.45,55.68,54.2,54.62,35937720.0
1230,2019-07-30,54.64,55.3,54.4,55.08,27330263.0
1231,2019-07-31,55.31,55.89,54.9,55.09,28726324.0
1232,2019-08-01,55.0,55.0,53.38,53.68,48295672.0
1233,2019-08-02,52.0,53.63,51.31,53.43,41159955.0
1234,2019-08-05,53.4,53.8,52.66,52.98,39492869.0
1235,2019-08-06,50.6,51.3,49.05,50.93,53200343.0
1236,2019-08-07,51.1,51.45,50.26,50.27,24240284.0
1237,2019-08-08,50.5,51.44,50.42,51.0,29627086.0
1238,2019-08-09,51.03,51.29,49.68,49.94,39173018.0
1239,2019-08-12,49.8,50.49,49.6,50.38,23565461.0
1240,2019-08-13,50.65,52.3,50.65,51.36,49899952.0
1241,2019-08-14,52.73,53.0,51.5,51.56,32371561.0
1242,2019-08-15,50.56,51.35,50.16,51.3,22672742.0
1243,2019-08-16,51.2,51.68,50.6,51.25,28994905.0
1244,2019-08-19,51.8,52.5,51.55,52.42,34439780.0
1245,2019-08-20,52.4,53.09,52.02,52.79,31705827.0
1246,2019-08-21,52.6,55.2,52.58,54.54,66428454.0
1247,2019-08-22,54.99,55.45,54.51,54.88,36852326.0
1248,2019-08-23,55.1,55.39,54.51,54.89,32590986.0
1249,2019-08-26,53.46,54.48,53.26,54.17,33886436.0
1250,2019-08-27,54.41,55.99,54.41,55.35,47237259.0
1251,2019-08-28,55.78,55.79,55.01,55.32,24339573.0
1252,2019-08-29,55.5,55.74,54.02,54.78,30243057.0
1253,2019-08-30,55.32,55.95,55.02,55.5,41023831.0
1254,2019-09-02,56.95,57.82,56.7,57.47,68428871.0
1255,2019-09-03,58.41,58.43,57.1,57.8,51197807.0
1256,2019-09-04,57.79,59.85,57.3,59.85,64438069.0
1257,2019-09-05,59.91,60.56,58.81,58.87,48304061.0
1258,2019-09-06,59.2,59.2,58.0,58.8,38505025.0
1259,2019-09-09,59.19,59.89,59.0,59.34,37594350.0
1260,2019-09-10,59.8,60.12,59.24,59.4,24697865.0
1261,2019-09-11,59.4,59.44,58.01,58.7,31035493.0
1262,2019-09-12,59.07,59.79,59.06,59.61,27492619.0
1263,2019-09-16,59.47,59.5,58.52,58.93,21797160.0
1264,2019-09-17,58.93,58.93,57.3,57.6,30747274.0
1265,2019-09-18,58.01,58.5,57.72,58.22,17746711.0
1266,2019-09-19,58.8,59.45,58.08,58.49,27851670.0
1267,2019-09-20,58.51,58.58,57.62,58.04,23762232.0
1268,2019-09-23,58.4,58.44,57.0,57.71,21558059.0
1269,2019-09-24,58.06,58.61,57.6,58.16,22127577.0
1270,2019-09-25,57.88,58.2,57.68,57.82,15651474.0
1271,2019-09-26,58.0,58.34,57.19,57.62,19327108.0
1272,2019-09-27,57.62,57.77,56.36,56.9,22351001.0
1273,2019-09-30,56.9,58.08,56.58,57.3,22611865.0
1274,2019-10-08,57.5,58.9,57.18,58.15,26662839.0
1275,2019-10-09,58.0,58.18,57.0,57.02,21980778.0
1276,2019-10-10,57.0,58.06,56.51,57.71,21612513.0
1277,2019-10-11,58.39,58.68,57.54,58.57,29427423.0
1278,2019-10-14,59.2,59.59,58.4,58.7,22992186.0
1279,2019-10-15,58.69,59.15,58.15,58.9,17720436.0
1280,2019-10-16,58.9,59.58,58.5,59.02,21181293.0
1281,2019-10-17,58.9,58.96,58.08,58.25,18251814.0
1282,2019-10-18,58.5,59.0,57.69,57.8,21160901.0
1283,2019-10-21,57.72,58.65,57.4,58.44,14817663.0
1284,2019-10-22,58.99,59.0,58.1,58.81,16834937.0
1285,2019-10-23,58.91,59.33,58.52,58.73,16097186.0
1286,2019-10-24,58.7,58.93,58.04,58.18,15531165.0
1287,2019-10-25,58.38,58.41,56.04,57.15,47698396.0
1288,2019-10-28,57.15,57.67,56.46,56.9,24127334.0
1289,2019-10-29,58.5,60.04,57.26,59.39,80580401.0
1290,2019-10-30,59.71,60.39,58.35,58.67,41022862.0
1291,2019-10-31,58.01,59.22,58.0,58.7,36031249.0
1292,2019-11-01,59.0,64.4,58.83,63.78,117531572.0
1293,2019-11-04,64.1,64.98,63.21,64.45,57382773.0
1294,2019-11-05,64.46,65.16,63.5,64.08,53592751.0
1295,2019-11-06,64.1,64.45,63.36,63.5,33586554.0
1296,2019-11-07,63.7,63.8,62.8,63.71,31761678.0
1297,2019-11-08,64.0,64.63,63.2,63.61,34120324.0
1298,2019-11-11,62.3,62.45,60.7,61.17,68135187.0
1299,2019-11-12,59.8,60.08,58.62,59.16,63653713.0
1300,2019-11-13,59.45,59.53,58.48,58.85,36477612.0
1301,2019-11-14,59.18,59.55,58.68,59.13,35394497.0
1302,2019-11-15,59.45,59.49,58.7,58.86,20210432.0
1303,2019-11-18,58.79,58.99,58.3,58.99,22598461.0
1304,2019-11-19,59.18,59.97,58.91,59.46,35236916.0
1305,2019-11-20,59.3,59.4,58.73,58.86,22170600.0
1306,2019-11-21,58.51,58.51,57.03,57.45,43953533.0
1307,2019-11-22,57.5,58.13,56.2,56.72,36853490.0
1308,2019-11-25,56.72,57.84,56.36,57.81,35129885.0
1309,2019-11-26,58.21,58.76,57.85,58.54,34575480.0
1310,2019-11-27,57.8,57.9,56.9,57.64,34987041.0
1311,2019-11-28,57.71,58.61,57.71,58.45,29821772.0
1312,2019-11-29,58.38,58.78,56.95,57.71,33734840.0
1313,2019-12-03,60.0,61.19,59.2,60.8,90032586.0
1314,2019-12-04,60.78,63.46,60.37,62.58,78496569.0
1315,2019-12-05,62.7,63.05,61.82,62.27,45272936.0
1316,2019-12-06,62.36,62.88,62.02,62.39,31248306.0
1317,2019-12-09,62.39,62.85,61.9,62.15,29023155.0
1318,2019-12-10,62.44,62.45,61.7,62.16,23523685.0
1319,2019-12-11,62.51,62.59,61.12,61.4,29139937.0
1320,2019-12-12,61.8,62.0,61.12,61.48,20259366.0
1321,2019-12-13,61.9,63.39,61.9,62.99,44235877.0
1322,2019-12-16,63.38,63.65,62.72,63.1,30559075.0
1323,2019-12-17,63.1,64.51,63.01,64.11,39262639.0
1324,2019-12-18,64.39,66.1,64.12,64.37,45151830.0
1325,2019-12-19,64.65,65.5,64.41,65.0,28146343.0
1326,2019-12-20,64.99,65.42,64.33,64.51,23427839.0
1327,2019-12-23,65.07,65.6,64.5,64.5,33770991.0
1328,2019-12-24,64.93,65.49,64.66,65.02,19121619.0
1329,2019-12-25,65.0,65.19,64.15,64.4,19837240.0
1330,2019-12-26,64.46,64.8,64.25,64.78,16533953.0
1331,2019-12-27,65.15,65.76,64.4,64.53,24979335.0
1332,2019-12-30,64.57,65.7,64.05,65.58,26457981.0
1333,2019-12-31,65.35,65.86,64.8,65.58,20930799.0
1334,2020-01-02,65.99,68.09,65.9,67.9,46361443.0
1335,2020-01-03,68.38,68.7,66.9,67.1,36870373.0
