label,review
0,是粉丝明洛熙提供的照片不敢居功她到丽江时风光明媚啊拍回来的照片可醉人呢D 角度係 唔同...劲看这些红花就有想恋爱的冲动呵呵，给老师滴~ ~ 某个雨天，在大研古镇街角偶遇的一丛三角梅，开得火红~
0,在补习这个传说中的经典日剧！这个调调很适合近来压抑的心情！人生不如意的时候，是上帝给的长假，这个时候就应该好好享受假期。当突然有一天假期结束，时来运转，人生才真正开始了。——《悠长假期》
2,让我抽一下呗喷好吧娜娜乃忒可爱了你才搞销售你全家搞销售~ ！！！
0,占线呢，占线，也不知道能不能打进神啊主啊玉皇大帝啊啊如来佛祖啊观音菩萨啊各路大仙，保佑我被抽中，啊啊啊热线电话号码为：15976890433！！大家加油啊！！生日会礼物，晓明亲自通话神马的，都在等着你！【黄晓明十年感恩ACE 生日会特辑】为答谢大家对黄晓明的厚爱，13日上午，组委会将特别开通场外互动热线电话一小时，并从中抽取10名打进热线的网友，这10名朋友不仅能获得生日会礼物，黄晓明还将从中抽取3名幸运儿，并且他在生日会现场与三位直接连线，热线电话将在10点准时公布，敬请紧密关注。
0,: 收了，谢谢亲哦: 赞收。: 英文歌好！收！王力宏所唱的英文歌值得收藏
0,今年曲阜师范大学有10名学生参加西部支援服务计划，济宁医学院有4名，济宁学院有12名。曲阜师范大学团委副书记屈跃宽介绍，每年都有很多学生参与报名，大家的积极性都特别高！！！
0,QQ 能发图了，瞧大家高兴的。以前没吃过肉，现在天天吃肉，你说，这肉有损健康，卡掉！谁会同意？
0,说的真给力啊！！！！对说：论坛有“野合”型的，还有“集体自慰”型的，最可耻的还有对赞助商经费“轮奸”型的。好在你们那个都不是。：）
2,。希望微博里的兄弟姐妹老少爷们们，看到这个帖子不要吝啬，一次，为了这个可爱的小宝宝，你的鼠标点击一次，也许就是给这个宝宝一份回家的希望与机会。人间有爱，博友真情无价
1,去吧去吧…哈哈！笔…我想你难得的休息日决定出去玩。恰巧遇见下雨天。你是否还会按计划行事。风雨无阻呢。。这是个讨厌的选择题。。。
2,大家帮帮老神仙，他好可怜，上身连衣服都没有！杭州“神仙爷爷”爆红网络我想知道他齐刘海是哪剪的？。。。有人说要不要帮他找亲人，哎，又一个犀利哥@ 射手飞鱼
0,这是有史以来我微博之最了，陈冠希太牛奔了，直接上升到4000条
2,不是不想跳，是不能跳，昨晚才一小时今天就跟炸了一样的难受。唉。看我身材就知道我有多久没有碰了。。也好久没碰电脑了，看了一晚的美女帅哥，眼疲劳
0,荃家福的新造型?wah ！！阿姐，張 相影得你好靚 ！個 頭 好勁 呀！！分享图片
3,好仁10罐装满硬币500yen ，一直喊着攒钱买地的他，爱心却从来不省略，而且一直那么低调，我还记得那时候在杂志上他也为地震后的灾区呼吁大家共同来行动（08年，应该猜得出是哪里吧）这样的仁，真的戳中泪点...10罐装满500元硬币的保温瓶...以下翻译来自XJ BO ，老天作证，我是为了方便翻墙无力的TX 们...
0,最喜歡 就是YOYO 的小酒窩
2,再见保罗。谢谢你曾经让我们深刻。
0,这对情侣显得相对低调很多
0,天要下雨，猫要恋爱，由它去吧
3,这该下多大功夫呀！！★送上一份创意可爱的Hello Kitty 主题便当，真让人不忍心下口！！！
0,放假很短，上班很长意大利全年13都在放假！我们这7天还叫长假吗？重口味了…十一长假？这能叫长假吗？意大利全年13都在放假！我们这假期7天，充其量，只能算是做爱累了，喘了口气而已！
1,（无责任心情不好不差更新旅游照）苏州狮子林* 本来重点是在景色上，后来变成了在看不清楚有多少人的人群上。。。真的很像被围观吗?
0,让2011年来的快一点吧！！！并列第一，金牛，处女。2，巨蟹。3，白羊。4射手。5，天枰。6，双子。7，狮子。8，双鱼。9，天蝎（魔蝎与水瓶不予考虑，财情两收对他们来说是天方夜谭）via @phantomFox
0,Q10 ，佐藤健真素越看越可爱
3,我们要经过一个充满灾难的时间。不成功人都变不成。这种时候。或许真情才会显得尤为重要。其实我真的很希望2012大家一起灭亡。然后这个世界沉寂下去。一切从头再来。我或许可以相信重新再来的世界会比现在好。芏 嗪 芏 嗳 嘶嵩诖 婊 钕 吕础Ｄ ?天正是太阳系在光子带中发生巨大的化学变化，人类体内原子也将重新组合。地球迎来了4度空间，第5个纪元。
0,这二位中了我的一拍两散掌@ 辛小犬
0,(⌒▽ ⌒)“所谓练习微笑，不是机械地挪动你的面部表情，而是努力地改变你的心态，调节你的心情。学会平静地接受现实，学会对自己说声顺其自然，学会坦然地面对厄运，学会积极地看待人生，学会凡事都往好处想。这样，阳光就会流进心里来，驱走恐惧，驱走黑暗，驱走所有的阴霾。”
0,回复呵呵，来福很郁闷。深有同感呀。。。还真不像是个笑话，怎么看都像是说周来福。不是啦，我转个笑话嘛，现在一群人都怀疑是我本人，有口难辩这就是你的新房子啊，不论是装修问题还是建筑问题啊都应该投诉啊~ 来福打电话给物业公司，说他家屋顶有点漏雨，要求派一位工人过来维修。工人很快就过来了，按来福的指引好不容易才找到那个漏洞。工人好奇的问：“你真细心，你是什么时候发现漏洞的？”来福皱起眉头，说：“我也是偶尔发现的。昨天晚上，我坐在客厅喝汤，可是一连喝了两个小时，那碗汤都没喝完。”
2,曾经因为距离作祟，而失去了很多美好！一开始，相信就算有距离，也可以美好。才发现，距离会悄无声息地从你心里夺走许多。
0,"回复若是谬误,愿意接受您的训导中国一旦有战事，朋友只有两个，一个朝鲜，一个巴基斯坦转自@ 华尔街日报"
0,"好好可爱的小家伙，害羞熊！~ 害羞熊又来找主人咯！"" 不看、不听、不说"" 无敌可爱【80厘米高度的害羞熊】等你抱回家！数量5，免费赠送，全国包邮！关注该微博并5位以上好友，可重复，但不能相同的人。9月17日中午12点抽取5位幸运儿抱走害羞熊~ 活动结束之前我的粉丝达到4000，增加礼品数量！"
0,回覆谢谢哥哥姐姐叔叔阿姨弟弟妹妹爷爷奶奶姥姥姥爷们...帮我祈祷吧~ 保佑赛赛答应做我女友~ 神啊~ 赐个美丽贤惠的媳妇吧
0,（转帖）牛吻。。。
0,最缺的是处级女人。
3,"一个爱的人,一群志同道合的朋友,幸福就这么简单这就是生活，很感动～！正准备睡觉时，看到这个视频，把我看哭了！好浪漫！。【别出心裁求婚之】"
3,看着这场面，百感交集！此楼已死了!魔都，歹土，the flowers of Shanghai ，你懂的，上海摩登今天，胶州路大楼已被鲜花包围-
1,哈！下次也直接这样，而不是先怒再行动！我在找地缝，好让她钻进去如果没有砖头，那就飞起一脚，然后赶紧掉头……哈哈跟着鼓掌笑加一份喜欢，大份的！哈哈喜欢喜欢每次遇到装的人，姐总是默默的低下头，不是姐的修养好，而是在找砖头。。
2,阿弥陀佛急需保佑阿弥陀佛阿弥陀佛阿弥陀佛阿弥陀佛阿彌 陀佛！阿彌 陀佛！阿弥陀佛！阿弥陀佛！河南120岁高僧圆寂8年真身犹存，若有幸看到此图，或者回复“阿弥陀佛”，将获观法士高僧庇佑！阿弥陀佛！
0,赵葆华的百度百科太逗了！！：袭影视文学剧本26余部，发表多篇蛋蛋疼文章，任国家广电总局电影审查委员会委员，以保持因银幕上的社会和谐为己任。业余爱好精神病科学，从事被研究工作，以将意见不合者归于自恋情结为主要特征。【语录】“在宁浩营造的无人区里可以杀人越货，可以敲诈勒索，可以逍遥法外，可以为所欲为！活动在《无人区》里的人物，绝大多数是负面人物。”——广电总局电影审查委员会委员赵葆华指宁浩新片《无人区》没有英雄净是坏蛋，违背生活真实与艺术真实，《无人区》要继续改。【点评】当中国导演不容易。
3,劲！啊？得.......前一条微博。爆料日爆料！爆料！！大爆料！！！根据绝对可靠线人提供，大S 今日下午乘坐自北京飞往上海的航班上，情绪崩溃，平日茹素的她点了啤酒，纸和笔，顾不得往日高傲自大的形象嚎啕大哭！前日高调示爱宣布婚事，昨日突然被兰董急踩刹车，今日强颜欢笑独自离开北京。婚事被拒的传言8成属实！1日天堂，1日地狱！
1,我的签证阿~ ~ ~ 怎么还不下来....我想回国~ ~ ~ ~
0,终于要把积压了粉久的嘉年华票给OVER 了。。。。。。卡紧来去困。。。。。。明天才能有精神好好的“凹下去”。。。。
3,不愉快的都快点过去吧。睡觉。醒来离开学又更近一步
0,爆料爆料，王总心仪的是一号MM ，大家来品鉴一番看完后，俺对部分美女长草咯~ 以“记录城市美好生活”为主题的2010我的城市我的家摄影大展，自4月22日启动至7月20日上传作品结束，共收集667468张照片，其中微博作品42627张，网上投票人数突破800万。近日，参与本次活动的发烧友走进位于南京一小时都市圈内的度假国王——@ 碧桂园如山湖城，记录下山水、别墅和袅袅其间的倩影。
0,今晚做了回某同學 的家教~ 特此留念哈哈~ 很多年沒 用油畫 棒畫 ?
0,照得不错。狗还挺大的，几岁了？照片要给我哦~ 桑兰和的扶助犬晓美。我的配图说明是轮椅、女人和狗。晓美会在桑兰根据教材的简单训练下处理一些应急状况，比如桑兰的轮椅刹车失灵，晓美会横卧到轮椅前。记者南琼深入到她的生活中，发现这个“麻烦制造者”也有很多自己的所思所想。
0,有重要事情宣布，聽 我說
1,哎我纠结地想支持哪个队呢？某人支持德国，话说当年我还多喜欢梅西的，纠结啊纠结。。。
2,牛奶泡巧克力饼干事实上我在食堂吃了早饭啊~ 吃得太多不好不好虽然牙还是很危险的状态但是不吃零食真的会疯啊况且我也忍了那么久了原谅自己一次吧下一次还不知道要到什么时候
0,古人說 ：忠言逆耳利於行。但咋哂幸恢挚际越兄卦诓斡 ?洗洗睡吧，别学了。。。(投稿)
0,明天是七夕，听说会有雷阵雨，但是不管怎样，我们说好的我绝不会食言的，亲爱的，我们见面吧。。。我们一起走过了3年了。。我想还会很久很久，，，一起手牵手走过一年又一年。。。
1,双鱼座，常常不知道自己为什么发脾气
0,表示我不行您能够一字不差的念完它吗？
3,派啦！諗 咩吖 ！撐 呀！十五十六之而家已經 差不多十一月仲派唔派歌好呢?定係 出年先派呢?各位行家可否給 我少少意見 .....
1,河北也开始创造历史了!没人性的人才会定出这样没人性的法律此乃恶法，西方有好多法治国家有个“亲属作证豁免权”大义灭亲有悖人性！亲属大义灭亲被告人可获减刑。《量刑指导意见》补充规定了12种最高法院没有规定的法定量刑情节和河北省常见的酌定量刑情节。例如，为鼓励被告人亲属“大义灭亲”，“被告人亲属举报被告人犯罪，提供被告人隐匿地点或带领司法人员抓获被告人，可以酌情减少被告人基准刑的20%以下。”
0,对说：我的博客首页都是你的诗！最开始读的诗集是《无怨的青春》，到现在依然最喜欢《无怨的青春》！从初中到现在，陪伴了我9年。。
0,。最新品种的彩虹玉米，不知道好不好吃
3,笑左哈哈好毒呀!!(不過 我前天就是..來 喇=.=搞到我玩都玩得唔爽)哈哈笑44我啦噗诅咒织女今天来大姨妈！
1,一定要严惩凶手！哦。苏城管殴人致死家属抬棺抗议数百人声援10月4日，江苏宿迁市宿城区耿车镇手艺人吴铭，遭城管殴打致死。为抗议当局的漠视，死者家属将死者的遗体摆放镇政府门口，事件也引起了广大民众的愤慨，聚集了数百人声援。
3,太冷啦！太冷啦！我要躲起来！
0,23rfdr34 【】新鲜出炉啦！这次又有许多可爱的小家伙加入，总有一款萌到你！速来围观！
1,算你狠为了赶大家早点去睡觉，发张照片，能吓走一个是一个。
0,《喜劇 之王2》將 由郭子健執 導 ！11月正式開 拍。
0,360··你好掂··
0,"回复表加了！求求你们了，我后悔了还不行吗？为了看你裸奔是啥样子的,偶决定加你,哈哈粉丝4908，如果今天粉丝能达到5000，我将裸奔！"
1,60年后人民日报是我们喜爱的墙纸!擦屁股我嫌太脏!49年以前的新华日报是我们的坚强后盾中国人民为争取民主而努力，所要的自然是真货，不是代用品。把一党专政化一下妆，当做民主的代用品，方法虽然巧妙，然而和人民的愿望相去十万八千里。中国的人民都在睁着眼看：不要拿民主的代用品来欺骗我们啊!——《新华日报》1945年1月28日
0,回复XDD 从鼻祖TS 开始，爱起来都是一群一群D 哈囧 ！！我哪知道啊，或许在家，或许在上海！！不是看上网就是看电影！！要么就是工作！# super junior 北京演唱会# 希澈 和雪莉合唱
2,花絮@William 陳 偉 霆
0,“功夫熊猫”熊猫树上摔下恼羞成怒报复树枝
3,9月底，求合租。租不到只能找包回家找我妈鸟。
3,今天就是他们的节日啊【沈阳军区军官关喜志在打捞化工原料桶时牺牲】沈阳军区某集团军工兵团参谋长关喜志7月30日在奉命带领官兵执行打捞化工原料桶任务中，突遇洪水上涨，被江水卷走。7月31日12时，其遗体被军地搜救人员搜索发现。
2,等到中国没有煤的时候中国煤矿业何时能成为最安全的行业？
0,泡沫之夏洛熙精剪调色版第8集预告，接下来是9、10、11集一起
1,我现在相当的糊涂！我相信着呢，我死命相信着呢。你真的相信你眼睛看到的吗？还是你其实根本就是不相信ZF ?我们要感谢CCTV ，感谢新华社，感谢anybody ，感谢他们为我们留下了精彩的矿难救援画面和可歌可泣的救人事迹。如果没有他们故意留下的破绽，没有他们用高于80分贝的声音喊话，我们以后也永远无法知道矿难的真相。感谢他们。
0,我是很奇怪的北方女子。我喜欢夏天，喜欢大海，心思细腻，优雅如兰。我要攒钱在海边买个小木屋。天天吹着海风，听着潮汐，看着潮涨潮落。不喜欢海南，没有家的感觉，总像在异乡。厦门的房子买不起。那就秦皇岛吧。现在整天缠着科长问自己什么时候可以退休。科长郁闷极了。我知道她其实比我还急呢。
2,回复冤枉啊这只能说明，你把三岁的时候干过的事儿忘了！你貌似应该三岁就偷看隔壁大妈洗澡的吧...姓名: 汪峰人品得分: 46评价: 你随地大小便之类的事没少干吧?改错名儿了！【RP 计算器】刚刚输入测了一下人品，显示：“人品得分68分，你的人品勉勉强强..要自己好自为之...”，我还算好，输入显示：“人品得分11分，杀过人没有？放过火没有？你应该无恶不做吧？”哈哈。去看下
0,准唔准噶 神算八爪鱼保罗已找到「 神算」 继承者，同叫保罗，在法国出生的，下同将会与公众见面。
3,"回复恩。。。有可能。。。这样的话，剧情就太言情了啊。。。灰姑娘该不会在不适合的场合被xx 欺负了,于是委屈到一个人寂寞暴走(鞋子都拖了)"
0,未来还会是起落市，单边上涨的走势可能10月已结束牛市，时间是留给聊天的～织织微博5的～熊市，时间是留给研究用的，不趁此学习，做功课，会死的～震荡市么，时间是留给操作的，不操作…就太可惜了！
0,今天有一个全国性的考试，那就是四级英语考试！经过一个大学的颓废，我完全忘记最基本的英语是怎样的！又浪费16元钱！
0,期待Bia 快快长大最大的那辆等着他驾驭
3,诚心跪求财神爷保佑!!...我也不怕手疼财神爷啊财神爷，快关照我下咯，我不怕手疼的！哈哈今天是财神爷生日，财神保佑，钞票数到手疼
3,默哀。祈福
2,回复买不起。N8 吧C6 怎么样啊，？
0,回复不过一只猫叫拉拉这名也挺不错。等我以后养了狗和猫，管它们都叫拉拉。这边喊一声拉拉，那头三个小家伙都回头张望，那情景就太好玩了，哈哈。[汗]明星偶像照--自己的青春照--与男朋友的大头贴--与新男朋友的大头贴--婚纱照--新家一景--孩子的照片--孩子的照片--孩子的照片--孩子的照片--孩子的照片……昨天的同桌红颜，今日的孩子他妈，让你不由得不感叹她们走的太快，自己跑的好慢。
0,好长时间没有见到这些家伙了。。因为今天的广告我才有机会把他们带出去兜兜风。。这些家伙们真可要谢谢今天这位，美丽，火辣。可爱。大方，善良。义气，又幽默，又有才华的女主角，谢谢拉，，
0,。欢迎你骂我，除了不要骂我爹娘之外！你想骂什么都行。你骂一句我附和你一句，直到你骂不动为止。这是你对我的偏见，与他们无关。请你骂我，如果你觉得这样好受点
2,汗，棒子国的东西即使正品也不好用呜呜呜，昨天我姐用the face shop 的粉底液给我用，刚涂的时候就感觉痛痛的，我没说，晚上卸妆的时候，脸上大块大块的红斑斑。。。姐，我这个试验品给你证明一件事，你买的一定是假的。。。悲催，悲催。。。乔任梁，你也过敏了啊。。你让我抱着哭一会儿。。。
0,回复要丢老婆，就要到东莞。要打工，到东莞；要娶老婆，也要到东莞！。东莞“淫贱世界杯”应景开锣香港黄业也自叹不如----东莞淫业在这世界杯热潮中纷纷披上球衣“应节”，推波肉览。.
0,"无哪儿啊，是不长记性又看国足比赛了,感觉前列腺和国足前卫线是同行了问：你怎么又射了？早泄的毛病又犯了？答：哪儿啊,是不长记性，又看国足比赛了，感觉早泄的毛病比起国足阳痿来已经觉得很棒了……"
0,感觉一样就好了啊。。富人与穷人的区别
1,俩帅锅！！校长这张挺喜感，罗同学好有文青范儿，不过好森层，是在忧国忧民？这学生校长的脸都不是一般的长啊
0,"。100929第七届金龙奖颁奖礼,娜娜自拍视频拍摄: 巧巧，最后有直播时看不到的画面哦"
2,怎么每快到期末就特别多论文要写呢~ ？！
2,"好讲得好好啊!!!顶顶距先!若地鐵 也只得苦楚不如甚麼 都不再坐..haha ,改得幾 貼 切噢"" 广州地铁版好心分手"" 1.(安检)好心安检米搞我明明我没有出错,乜都比你检过人群愤怒也很多,为亚运而变动地铁都也沦陷过,若搭铁也只得苦楚不如什么都不再坐# 2.(逼铁)好心一早放开我求求你别再逼我,通通不要踩我犯错请你承认错,若你我也不想擦破安全第一最岩我...(分享)"
0,"小妖 ,听者,哝 戴着差眼看谁阿?强烈要求看你们的合影!!!吼吼，婚纱照拍好咯。。。"
2,我杯具了……怀疑人生ING 我开始怀疑人生了。: 杯具了: 严重怀疑自己的智商: 。这么简单的答案，你猜出来了吗？好吧，我承认我了...
2,申两台电纸书出彩屏的啦，汉王触摸屏彩色E -Ink 阅读器，真想要一台，口水哗哗滴
2,我我我…………我忍唔住了！受不住诱惑~
0,才女改写散文诗了，佳作连连啊！你满面创伤见证千年＼落叶堆积记载了青春的奇缘＼城旁老树根回忆铭心的眷恋＼那甜甜的笑靥仍在眼前＼那是难忘的秋天＼垂枝树下吹萧杨闲＼刹那间回眸遇见了对的人＼梦断寸肠暗思念＼听见前世泪语纷纷在埋怨＼青石板上月色无眠＼星星闪烁喜阅信笺＼那是滚滚红尘千里一线牵.
0,~ ~ 《Close To You 》--高清MV -音悦台
0,哈哈哈，妹子…句号不够多～昨天接待一个台湾客户，貌似60后，居然叫了3个小姐。。。。。。。。。。。。。。。。。。。。。。第二天才知道，打了一宿麻将。
0,"玩啥玩意，，唉呵呵,可能性不大,会在膝盖位向上。很形象,哈哈看看这个，你就会明白最近A 股的走势了。同意的请举手？@ 侯宁"
2,。【12星座如何分手】——白羊座--坦白分手。金牛座--收缩银根。双子座--沉默寡言。巨蟹座--以泪洗面。狮子座--不带你玩。处女座--不再絮叨。天秤座--情绪失常。天蝎座--痴男怨女。射手座--独自旅行。摩羯 座--坐下谈判。水瓶座--理性解决。双鱼座--一场话剧。（内牛满面的蟹蟹）
3,去依度好唔好?!但系一个人去咪无人同我影相囖 想去下旅行，离开下广州。但系好友唔系要陪仔就系无时间，一个人去我也不介意。各位童鞋有什么好介绍吗？
0,还不错、每个人的审美观不同，所以不能说是最美……不够萌.....根据东方人审美合成的最美东方脸，她符合你的审美标准吗？
1,Finally done this test: scored 17
2,昨晚看唐山大地震来着：除了感动还是感动；特别是最后张静初吃西红柿的那一刻；哎吆心都跟着影片碎了…………
2,。亲爱的…很多时候我想去拥抱你…很多时候我想去亲吻你…这里有爱…有感动…有感谢…有心疼…有你的可爱…有你的温柔…有你的善解人意…有你一直对我的不离不弃…
0,对说：加我....我是严宝江...
2,对不起啊对说：颗粒你又让我再次想起快本
0,对说：希望你每天都有個 好心情！加油哦，一定會 成功的，我記 得上次跟你說 我的伯伯吸了幾 十年的煙 最終 戒掉了，現 在的他精神特別 好，所以我充分相信你哦！
3,终于找到这么多条理由了。【男生没女友的好处】⒈寿命长，不做野蛮女的沙袋；⒉省心，宅男可依喜好着装；⒊省钱；⒋省时，不用抽时间陪她煲粥压路有更多空闲陪伴父母；⒌节约口水；⒍可随意和兄弟喝酒打牌泡妞；⒎敬业，能专心工作；⒏只要是单身，万家女随便追不用一颗树吊死。⒐省力，不用去她家当劳工(投稿)
0,３８７火影，标记。期待下一更新《四代目火影》
0,有礼物送....粉絲 請 關 注我有机杂粮礼盒(内含小米、红小豆、黄豆、麦仁、玉米糁 、玉米面合计6真空包共3kg ）参与方式：成为的粉丝，此条微博并00点公布。节日送礼健康有面子，详情
3,生亦何欢死亦何苦……感觉很难过！拍的不错，可为啥不救下它呢在澳大利亚的一个海滩上，一名游客突然发现了这只抑郁的袋鼠，它在海边站立了好久，于是拿起相机拍摄，谁知看到的竟是让他都觉得不可思议的这一幕。。。事后，据动物学家介绍，动物有时也会患上抑郁症，有些也会选择自杀的方式了结此生。。这样一只动情的袋鼠，也许上辈子是人类吧...
0,很期待莫非又在围脖上首发？值得关注……6月到了，是不是该发布几款新机型了呢？下午揭晓。
0,晨跑第七天。每天晨跑旁边的网球场每次都是满场。自从孟吴来昌后，南昌的网球气氛是越来越浓了。
2,吃了3个狮子头。。。撑的好生难过。。。。死于狮子头。。。的死法会不会太挫了？
0,人家一人犯错，我们全国犯傻V5 !!!V5 菲律宾政府网被我国红客黑了，赶紧围观
3,我奶奶的就是當 裝 飾 品擺 放~ 呵呵...何仙姑請 問 ....?黑膠 唱片!!!你要我放哪裡 呢
3,这是伯爵夫人对民众得大爱，民众也对伯爵夫人真爱，不愧为考文垂的名片。英国考文垂博物馆著名的油画，是画Godiva 夫人最出名的一张，是城市名片
0,母亲节，CK 活动，祝福所有妈妈永远年轻
2,虽然是P 图，还是好希望你们在一起真的假的？？求真相传双J 最温馨的照片？
0,您这有点光屁股上吊，又不要脸又不要命了！
0,回复PS 是什么东西，这么强大啊，经常见到它的产物，貌似个多产的家伙很明显是假的嘛，PS 得产物求证啊很明显这是娱乐大家·真的还是假的？向博友求证！@ 天佑中华A
1,飞机场的MM 看过来，全新一代丰胸产品岁月无痕是你们的福音！could they do that ??!!!Fuck me hard !!!
0,大家可以试一下这样下楼梯
0,此地无银现代版。虚伪倒过来看就很真实~ 蛤蛤哈哈～！多虚伪的广告！非常赞同...最假噶 广告...x 20全世界最烂广告！这么少，你是侮辱我
